"time","OP"
3.324,0.044
3.326,0.046
3.328,0.048
3.33,0.05
3.332,0.052
3.334,0.054
3.336,0.056
3.338,0.058
3.34,0.06
3.342,0.062
3.344,0.064
3.346,0.066
3.348,0.068
3.35,0.07
3.352,0.072
3.354,0.074
3.356,0.076
3.358,0.078
3.36,0.08
3.36,0.04
3.362,0.042
3.364,0.044
3.366,0.046
3.368,0.048
3.37,0.05
3.372,0.052
3.374,0.054
3.376,0.056
3.378,0.058
3.38,0.06
3.382,0.062
3.384,0.064
3.386,0.066
3.388,0.068
3.39,0.07
3.392,0.072
3.394,0.074
3.396,0.076
3.398,0.078
3.4,0.08
3.4,0.04
3.402,0.042
3.404,0.044
3.406,0.046
3.408,0.048
3.41,0.05
3.412,0.052
3.414,0.054
3.416,0.056
3.418,0.058
3.42,0.06
3.422,0.062
3.424,0.064
3.426,0.066
3.428,0.068
3.43,0.07
3.432,0.072
3.434,0.074
3.436,0.076
3.438,0.078
3.44,0.08
3.44,0.04
3.442,0.042
3.444,0.044
3.446,0.046
3.448,0.048
3.45,0.05
3.452,0.052
3.454,0.054
3.456,0.056
3.458,0.058
3.46,0.06
3.462,0.062
3.464,0.064
3.466,0.066
3.468,0.068
3.47,0.07
3.472,0.072
3.474,0.074
3.476,0.076
3.478,0.078
3.48,0.08
3.48,0.04
3.482,0.042
3.484,0.044
3.486,0.046
3.488,0.048
3.49,0.05
3.492,0.052
3.494,0.054
3.496,0.056
3.498,0.058
3.5,0.06
3.502,0.062
3.504,0.064
3.506,0.066
3.508,0.068
3.51,0.07
3.512,0.072
3.514,0.074
3.516,0.076
3.518,0.078
3.52,0.08
3.52,0.04
3.522,0.042
3.524,0.044
3.526,0.046
3.528,0.048
3.53,0.05
3.532,0.052
3.534,0.054
3.536,0.056
3.538,0.058
3.54,0.06
3.542,0.062
3.544,0.064
3.546,0.066
3.548,0.068
3.55,0.07
3.552,0.072
3.554,0.074
3.556,0.076
3.558,0.078
3.56,0.08
3.56,0.04
3.562,0.042
3.564,0.044
3.566,0.046
3.568,0.048
3.57,0.05
3.572,0.052
3.574,0.054
3.576,0.056
3.578,0.058
3.58,0.06
3.582,0.062
3.584,0.064
3.586,0.066
3.588,0.068
3.59,0.07
3.592,0.072
3.594,0.074
3.596,0.076
3.598,0.078
3.6,0.08
3.6,0.04
3.602,0.042
3.604,0.044
3.606,0.046
3.608,0.048
3.61,0.05
3.612,0.052
3.614,0.054
3.616,0.056
3.618,0.058
3.62,0.06
3.622,0.062
3.624,0.064
3.626,0.066
3.628,0.068
3.63,0.07
3.632,0.072
3.634,0.074
3.636,0.076
3.638,0.078
3.64,0.08
3.64,0.04
3.642,0.042
3.644,0.044
3.646,0.046
3.648,0.048
3.65,0.05
3.652,0.052
3.654,0.054
3.656,0.056
3.658,0.058
3.66,0.06
3.662,0.062
3.664,0.064
3.666,0.066
3.668,0.068
3.67,0.07
3.672,0.072
3.674,0.074
3.676,0.076
3.678,0.078
3.68,0.08
3.68,0.04
3.682,0.042
3.684,0.044
3.686,0.046
3.688,0.048
3.69,0.05
3.692,0.052
3.694,0.054
3.696,0.056
3.698,0.058
3.7,0.06
3.702,0.062
3.704,0.064
3.706,0.066
3.708,0.068
3.71,0.07
3.712,0.072
3.714,0.074
3.716,0.076
3.718,0.078
3.72,0.08
3.72,0.04
3.722,0.042
3.724,0.044
3.726,0.046
3.728,0.048
3.73,0.05
3.732,0.052
3.734,0.054
3.736,0.056
3.738,0.058
3.74,0.06
3.742,0.062
3.744,0.064
3.746,0.066
3.748,0.068
3.75,0.07
3.752,0.072
3.754,0.074
3.756,0.076
3.758,0.078
3.76,0.08
3.76,0.04
3.762,0.042
3.764,0.044
3.766,0.046
3.768,0.048
3.77,0.05
3.772,0.052
3.774,0.054
3.776,0.056
3.778,0.058
3.78,0.06
3.782,0.062
3.784,0.064
3.786,0.066
3.788,0.068
3.79,0.07
3.792,0.072
3.794,0.074
3.796,0.076
3.798,0.078
3.8,0.08
3.8,0.04
3.802,0.042
3.804,0.044
3.806,0.046
3.808,0.048
3.81,0.05
3.812,0.052
3.814,0.054
3.816,0.056
3.818,0.058
3.82,0.06
3.822,0.062
3.824,0.064
3.826,0.066
3.828,0.068
3.83,0.07
3.832,0.072
3.834,0.074
3.836,0.076
3.838,0.078
3.84,0.08
3.84,0.04
3.842,0.042
3.844,0.044
3.846,0.046
3.848,0.048
3.85,0.05
3.852,0.052
3.854,0.054
3.856,0.056
3.858,0.058
3.86,0.06
3.862,0.062
3.864,0.064
3.866,0.066
3.868,0.068
3.87,0.07
3.872,0.072
3.874,0.074
3.876,0.076
3.878,0.078
3.88,0.08
3.88,0.04
3.882,0.042
3.884,0.044
3.886,0.046
3.888,0.048
3.89,0.05
3.892,0.052
3.894,0.054
3.896,0.056
3.898,0.058
3.9,0.06
3.902,0.062
3.904,0.064
3.906,0.066
3.908,0.068
3.91,0.07
3.912,0.072
3.914,0.074
3.916,0.076
3.918,0.078
3.92,0.08
3.92,0.04
3.922,0.042
3.924,0.044
3.926,0.046
3.928,0.048
3.93,0.05
3.932,0.052
3.934,0.054
3.936,0.056
3.938,0.058
3.94,0.06
3.942,0.062
3.944,0.064
3.946,0.066
3.948,0.068
3.95,0.07
3.952,0.072
3.954,0.074
3.956,0.076
3.958,0.078
3.96,0.08
3.96,0.04
3.962,0.042
3.964,0.044
3.966,0.046
3.968,0.048
3.97,0.05
3.972,0.052
3.974,0.054
3.976,0.056
3.978,0.058
3.98,0.06
3.982,0.062
3.984,0.064
3.986,0.066
3.988,0.068
3.99,0.07
3.992,0.072
3.994,0.074
3.996,0.076
3.998,0.078
4,0.08
4,0.04
4.002,0.042
4.004,0.044
4.006,0.046
4.008,0.048
4.01,0.05
4.012,0.052
4.014,0.054
4.016,0.056
4.018,0.058
4.02,0.06
4.022,0.062
4.024,0.064
4.026,0.066
4.028,0.068
4.03,0.07
4.032,0.072
4.034,0.074
4.036,0.076
4.038,0.078
4.04,0.08
4.04,0.04
4.042,0.042
4.044,0.044
4.046,0.046
4.048,0.048
4.05,0.05
4.052,0.052
4.054,0.054
4.056,0.056
4.058,0.058
4.06,0.06
4.062,0.062
4.064,0.064
4.066,0.066
4.068,0.068
4.07,0.07
4.072,0.072
4.074,0.074
4.076,0.076
4.078,0.078
4.08,0.08
4.08,0.04
4.082,0.042
4.084,0.044
4.086,0.046
4.088,0.048
4.09,0.05
4.092,0.052
4.094,0.054
4.096,0.056
4.098,0.058
4.1,0.06
4.102,0.062
4.104,0.064
4.106,0.066
4.108,0.068
4.11,0.07
4.112,0.072
4.114,0.074
4.116,0.076
4.118,0.078
4.12,0.08
4.12,0.04
4.122,0.042
4.124,0.044
4.126,0.046
4.128,0.048
4.13,0.05
4.132,0.052
4.134,0.054
4.136,0.056
4.138,0.058
4.14,0.06
4.142,0.062
4.144,0.064
4.146,0.066
4.148,0.068
4.15,0.07
4.152,0.072
4.154,0.074
4.156,0.076
4.158,0.078
4.16,0.08
4.16,0.04
4.162,0.042
4.164,0.044
4.166,0.046
4.168,0.048
4.17,0.05
4.172,0.052
4.174,0.054
4.176,0.056
4.178,0.058
4.18,0.06
4.182,0.062
4.184,0.064
4.186,0.066
4.188,0.068
4.19,0.07
4.192,0.072
4.194,0.074
4.196,0.076
4.198,0.078
4.2,0.08
4.2,0.04
4.202,0.042
4.204,0.044
4.206,0.046
4.208,0.048
4.21,0.05
4.212,0.052
4.214,0.054
4.216,0.056
4.218,0.058
4.22,0.06
4.222,0.062
4.224,0.064
4.226,0.066
4.228,0.068
4.23,0.07
4.232,0.072
4.234,0.074
4.236,0.076
4.238,0.078
4.24,0.08
4.24,0.04
4.242,0.042
4.244,0.044
4.246,0.046
4.248,0.048
4.25,0.05
4.252,0.052
4.254,0.054
4.256,0.056
4.258,0.058
4.26,0.06
4.262,0.062
4.264,0.064
4.266,0.066
4.268,0.068
4.27,0.07
4.272,0.072
4.274,0.074
4.276,0.076
4.278,0.078
4.28,0.08
4.28,0.04
4.282,0.042
4.284,0.044
4.286,0.046
4.288,0.048
4.29,0.05
4.292,0.052
4.294,0.054
4.296,0.056
4.298,0.058
4.3,0.06
4.302,0.062
4.304,0.064
4.306,0.066
4.308,0.068
4.31,0.07
4.312,0.072
4.314,0.074
4.316,0.076
4.318,0.078
4.32,0.08
4.32,0.04
4.322,0.042
4.324,0.044
4.326,0.046
4.328,0.048
4.33,0.05
4.332,0.052
4.334,0.054
4.336,0.056
4.338,0.058
4.34,0.06
4.342,0.062
4.344,0.064
4.346,0.066
4.348,0.068
4.35,0.07
4.352,0.072
4.354,0.074
4.356,0.076
4.358,0.078
4.36,0.08
4.36,0.04
4.362,0.042
4.364,0.044
4.366,0.046
4.368,0.048
4.37,0.05
4.372,0.052
4.374,0.054
4.376,0.056
4.378,0.058
4.38,0.06
4.382,0.062
4.384,0.064
4.386,0.066
4.388,0.068
4.39,0.07
4.392,0.072
4.394,0.074
4.396,0.076
4.398,0.078
4.4,0.08
4.4,0.04
4.402,0.042
4.404,0.044
4.406,0.046
4.408,0.048
4.41,0.05
4.412,0.052
4.414,0.054
4.416,0.056
4.418,0.058
4.42,0.06
4.422,0.062
4.424,0.064
4.426,0.066
4.428,0.068
4.43,0.07
4.432,0.072
4.434,0.074
4.436,0.076
4.438,0.078
4.44,0.08
4.44,0.04
4.442,0.042
4.444,0.044
4.446,0.046
4.448,0.048
4.45,0.05
4.452,0.052
4.454,0.054
4.456,0.056
4.458,0.058
4.46,0.06
4.462,0.062
4.464,0.064
4.466,0.066
4.468,0.068
4.47,0.07
4.472,0.072
4.474,0.074
4.476,0.076
4.478,0.078
4.48,0.08
4.48,0.04
4.482,0.042
4.484,0.044
4.486,0.046
4.488,0.048
4.49,0.05
4.492,0.052
4.494,0.054
4.496,0.056
4.498,0.058
4.5,0.06
4.502,0.062
4.504,0.064
4.506,0.066
4.508,0.068
4.51,0.07
4.512,0.072
4.514,0.074
4.516,0.076
4.518,0.078
4.52,0.08
4.52,0.04
4.522,0.042
4.524,0.044
4.526,0.046
4.528,0.048
4.53,0.05
4.532,0.052
4.534,0.054
4.536,0.056
4.538,0.058
4.54,0.06
4.542,0.062
4.544,0.064
4.546,0.066
4.548,0.068
4.55,0.07
4.552,0.072
4.554,0.074
4.556,0.076
4.558,0.078
4.56,0.08
4.56,0.04
4.562,0.042
4.564,0.044
4.566,0.046
4.568,0.048
4.57,0.05
4.572,0.052
4.574,0.054
4.576,0.056
4.578,0.058
4.58,0.06
4.582,0.062
4.584,0.064
4.586,0.066
4.588,0.068
4.59,0.07
4.592,0.072
4.594,0.074
4.596,0.076
4.598,0.078
4.6,0.08
4.6,0.04
4.602,0.042
4.604,0.044
4.606,0.046
4.608,0.048
4.61,0.05
4.612,0.052
4.614,0.054
4.616,0.056
4.618,0.058
4.62,0.06
4.622,0.062
4.624,0.064
4.626,0.066
4.628,0.068
4.63,0.07
4.632,0.072
4.634,0.074
4.636,0.076
4.638,0.078
4.64,0.08
4.64,0.04
4.642,0.042
4.644,0.044
4.646,0.046
4.648,0.048
4.65,0.05
4.652,0.052
4.654,0.054
4.656,0.056
4.658,0.058
4.66,0.06
4.662,0.062
4.664,0.064
4.666,0.066
4.668,0.068
4.67,0.07
4.672,0.072
4.674,0.074
4.676,0.076
4.678,0.078
4.68,0.08
4.68,0.04
4.682,0.042
4.684,0.044
4.686,0.046
4.688,0.048
4.69,0.05
4.692,0.052
4.694,0.054
4.696,0.056
4.698,0.058
4.7,0.06
4.702,0.062
4.704,0.064
4.706,0.066
4.708,0.068
4.71,0.07
4.712,0.072
4.714,0.074
4.716,0.076
4.718,0.078
4.72,0.08
4.72,0.04
4.722,0.042
4.724,0.044
4.726,0.046
4.728,0.048
4.73,0.05
4.732,0.052
4.734,0.054
4.736,0.056
4.738,0.058
4.74,0.06
4.742,0.062
4.744,0.064
4.746,0.066
4.748,0.068
4.75,0.07
4.752,0.072
4.754,0.074
4.756,0.076
4.758,0.078
4.76,0.08
4.76,0.04
4.762,0.042
4.764,0.044
4.766,0.046
4.768,0.048
4.77,0.05
4.772,0.052
4.774,0.054
4.776,0.056
4.778,0.058
4.78,0.06
4.782,0.062
4.784,0.064
4.786,0.066
4.788,0.068
4.79,0.07
4.792,0.072
4.794,0.074
4.796,0.076
4.798,0.078
4.8,0.08
4.8,0.04
4.802,0.042
4.804,0.044
4.806,0.046
4.808,0.048
4.81,0.05
4.812,0.052
4.814,0.054
4.816,0.056
4.818,0.058
4.82,0.06
4.822,0.062
4.824,0.064
4.826,0.066
4.828,0.068
4.83,0.07
4.832,0.072
4.834,0.074
4.836,0.076
4.838,0.078
4.84,0.08
4.84,0.04
4.842,0.042
4.844,0.044
4.846,0.046
4.848,0.048
4.85,0.05
4.852,0.052
4.854,0.054
4.856,0.056
4.858,0.058
4.86,0.06
4.862,0.062
4.864,0.064
4.866,0.066
4.868,0.068
4.87,0.07
4.872,0.072
4.874,0.074
4.876,0.076
4.878,0.078
4.88,0.08
4.88,0.04
4.882,0.042
4.884,0.044
4.886,0.046
4.888,0.048
4.89,0.05
4.892,0.052
4.894,0.054
4.896,0.056
4.898,0.058
4.9,0.06
4.902,0.062
4.904,0.064
4.906,0.066
4.908,0.068
4.91,0.07
4.912,0.072
4.914,0.074
4.916,0.076
4.918,0.078
4.92,0.08
4.92,0.04
4.922,0.042
4.924,0.044
4.926,0.046
4.928,0.048
4.93,0.05
4.932,0.052
4.934,0.054
4.936,0.056
4.938,0.058
4.94,0.06
4.942,0.062
4.944,0.064
4.946,0.066
4.948,0.068
4.95,0.07
4.952,0.072
4.954,0.074
4.956,0.076
4.958,0.078
4.96,0.08
4.96,0.04
4.962,0.042
4.964,0.044
4.966,0.046
4.968,0.048
4.97,0.05
4.972,0.052
4.974,0.054
4.976,0.056
4.978,0.058
4.98,0.06
4.982,0.062
4.984,0.064
4.986,0.066
4.988,0.068
4.99,0.07
4.992,0.072
4.994,0.074
4.996,0.076
4.998,0.078
5,0.08
5,0.04
5.002,0.042
5.004,0.044
5.006,0.046
5.008,0.048
5.01,0.05
5.012,0.052
5.014,0.054
5.016,0.056
5.018,0.058
5.02,0.06
5.022,0.062
5.024,0.064
5.026,0.066
5.028,0.068
5.03,0.07
5.032,0.072
5.034,0.074
5.036,0.076
5.038,0.078
5.04,0.08
5.04,0.04
5.042,0.042
5.044,0.044
5.046,0.046
5.048,0.048
5.05,0.05
5.052,0.052
5.054,0.054
5.056,0.056
5.058,0.058
5.06,0.06
5.062,0.062
5.064,0.064
5.066,0.066
5.068,0.068
5.07,0.07
5.072,0.072
5.074,0.074
5.076,0.076
5.078,0.078
5.08,0.08
5.08,0.04
5.082,0.042
5.084,0.044
5.086,0.046
5.088,0.048
5.09,0.05
5.092,0.052
5.094,0.054
5.096,0.056
5.098,0.058
5.1,0.06
5.102,0.062
5.104,0.064
5.106,0.066
5.108,0.068
5.11,0.07
5.112,0.072
5.114,0.074
5.116,0.076
5.118,0.078
5.12,0.08
5.12,0.04
5.122,0.042
5.124,0.044
5.126,0.046
5.128,0.048
5.13,0.05
5.132,0.052
5.134,0.054
5.136,0.056
5.138,0.058
5.14,0.06
5.142,0.062
5.144,0.064
5.146,0.066
5.148,0.068
5.15,0.07
5.152,0.072
5.154,0.074
5.156,0.076
5.158,0.078
5.16,0.08
5.16,0.04
5.162,0.042
5.164,0.044
5.166,0.046
5.168,0.048
5.17,0.05
5.172,0.052
5.174,0.054
5.176,0.056
5.178,0.058
5.18,0.06
5.182,0.062
5.184,0.064
5.186,0.066
5.188,0.068
5.19,0.07
5.192,0.072
5.194,0.074
5.196,0.076
5.198,0.078
5.2,0.08
5.2,0.04
5.202,0.042
5.204,0.044
5.206,0.046
5.208,0.048
5.21,0.05
5.212,0.052
5.214,0.054
5.216,0.056
5.218,0.058
5.22,0.06
5.222,0.062
5.224,0.064
5.226,0.066
5.228,0.068
5.23,0.07
5.232,0.072
5.234,0.074
5.236,0.076
5.238,0.078
5.24,0.08
5.24,0.04
5.242,0.042
5.244,0.044
5.246,0.046
5.248,0.048
5.25,0.05
5.252,0.052
5.254,0.054
5.256,0.056
5.258,0.058
5.26,0.06
5.262,0.062
5.264,0.064
5.266,0.066
5.268,0.068
5.27,0.07
5.272,0.072
5.274,0.074
5.276,0.076
5.278,0.078
5.28,0.08
5.28,0.04
5.282,0.042
5.284,0.044
5.286,0.046
5.288,0.048
5.29,0.05
5.292,0.052
5.294,0.054
5.296,0.056
5.298,0.058
5.3,0.06
5.302,0.062
5.304,0.064
5.306,0.066
5.308,0.068
5.31,0.07
5.312,0.072
5.314,0.074
5.316,0.076
5.318,0.078
5.32,0.08
5.32,0.04
5.322,0.042
5.324,0.044
5.326,0.046
5.328,0.048
5.33,0.05
5.332,0.052
5.334,0.054
5.336,0.056
5.338,0.058
5.34,0.06
5.342,0.062
5.344,0.064
5.346,0.066
5.348,0.068
5.35,0.07
5.352,0.072
5.354,0.074
5.356,0.076
5.358,0.078
5.36,0.08
5.36,0.04
5.362,0.042
5.364,0.044
5.366,0.046
5.368,0.048
5.37,0.05
5.372,0.052
5.374,0.054
5.376,0.056
5.378,0.058
5.38,0.06
5.382,0.062
5.384,0.064
5.386,0.066
5.388,0.068
5.39,0.07
5.392,0.072
5.394,0.074
5.396,0.076
5.398,0.078
5.4,0.08
5.4,0.04
5.402,0.042
5.404,0.044
5.406,0.046
5.408,0.048
5.41,0.05
5.412,0.052
5.414,0.054
5.416,0.056
5.418,0.058
5.42,0.06
5.422,0.062
5.424,0.064
5.426,0.066
5.428,0.068
5.43,0.07
5.432,0.072
5.434,0.074
5.436,0.076
5.438,0.078
5.44,0.08
5.44,0.04
5.442,0.042
5.444,0.044
5.446,0.046
5.448,0.048
5.45,0.05
5.452,0.052
5.454,0.054
5.456,0.056
5.458,0.058
5.46,0.06
5.462,0.062
5.464,0.064
5.466,0.066
5.468,0.068
5.47,0.07
5.472,0.072
5.474,0.074
5.476,0.076
5.478,0.078
5.48,0.08
5.48,0.04
5.482,0.042
5.484,0.044
5.486,0.046
5.488,0.048
5.49,0.05
5.492,0.052
5.494,0.054
5.496,0.056
5.498,0.058
5.5,0.06
5.502,0.062
5.504,0.064
5.506,0.066
5.508,0.068
5.51,0.07
5.512,0.072
5.514,0.074
5.516,0.076
5.518,0.078
5.52,0.08
5.52,0.04
5.522,0.042
5.524,0.044
5.526,0.046
5.528,0.048
5.53,0.05
5.532,0.052
5.534,0.054
5.536,0.056
5.538,0.058
5.54,0.06
5.542,0.062
5.544,0.064
5.546,0.066
5.548,0.068
5.55,0.07
5.552,0.072
5.554,0.074
5.556,0.076
5.558,0.078
5.56,0.08
5.56,0.04
5.562,0.042
5.564,0.044
5.566,0.046
5.568,0.048
5.57,0.05
5.572,0.052
5.574,0.054
5.576,0.056
5.578,0.058
5.58,0.06
5.582,0.062
5.584,0.064
5.586,0.066
5.588,0.068
5.59,0.07
5.592,0.072
5.594,0.074
5.596,0.076
5.598,0.078
5.6,0.08
5.6,0.04
5.602,0.042
5.604,0.044
5.606,0.046
5.608,0.048
5.61,0.05
5.612,0.052
5.614,0.054
5.616,0.056
5.618,0.058
5.62,0.06
5.622,0.062
5.624,0.064
5.626,0.066
5.628,0.068
5.63,0.07
5.632,0.072
5.634,0.074
5.636,0.076
5.638,0.078
5.64,0.08
5.64,0.04
5.642,0.042
5.644,0.044
5.646,0.046
5.648,0.048
5.65,0.05
5.652,0.052
5.654,0.054
5.656,0.056
5.658,0.058
5.66,0.06
5.662,0.062
5.664,0.064
5.666,0.066
5.668,0.068
5.67,0.07
5.672,0.072
5.674,0.074
5.676,0.076
5.678,0.078
5.68,0.08
5.68,0.04
5.682,0.042
5.684,0.044
5.686,0.046
5.688,0.048
5.69,0.05
5.692,0.052
5.694,0.054
5.696,0.056
5.698,0.058
5.7,0.06
5.702,0.062
5.704,0.064
5.706,0.066
5.708,0.068
5.71,0.07
5.712,0.072
5.714,0.074
5.716,0.076
5.718,0.078
5.72,0.08
5.72,0.04
5.722,0.042
5.724,0.044
5.726,0.046
5.728,0.048
5.73,0.05
5.732,0.052
5.734,0.054
5.736,0.056
5.738,0.058
5.74,0.06
5.742,0.062
5.744,0.064
5.746,0.066
5.748,0.068
5.75,0.07
5.752,0.072
5.754,0.074
5.756,0.076
5.758,0.078
5.76,0.08
5.76,0.04
5.762,0.042
5.764,0.044
5.766,0.046
5.768,0.048
5.77,0.05
5.772,0.052
5.774,0.054
5.776,0.056
5.778,0.058
5.78,0.06
5.782,0.062
5.784,0.064
5.786,0.066
5.788,0.068
5.79,0.07
5.792,0.072
5.794,0.074
5.796,0.076
5.798,0.078
5.8,0.08
5.8,0.04
5.802,0.042
5.804,0.044
5.806,0.046
5.808,0.048
5.81,0.05
5.812,0.052
5.814,0.054
5.816,0.056
5.818,0.058
5.82,0.06
5.822,0.062
5.824,0.064
5.826,0.066
5.828,0.068
5.83,0.07
5.832,0.072
5.834,0.074
5.836,0.076
5.838,0.078
5.84,0.08
5.84,0.04
5.842,0.042
5.844,0.044
5.846,0.046
5.848,0.048
5.85,0.05
5.852,0.052
5.854,0.054
5.856,0.056
5.858,0.058
5.86,0.06
5.862,0.062
5.864,0.064
5.866,0.066
5.868,0.068
5.87,0.07
5.872,0.072
5.874,0.074
5.876,0.076
5.878,0.078
5.88,0.08
5.88,0.04
5.882,0.042
5.884,0.044
5.886,0.046
5.888,0.048
5.89,0.05
5.892,0.052
5.894,0.054
5.896,0.056
5.898,0.058
5.9,0.06
5.902,0.062
5.904,0.064
5.906,0.066
5.908,0.068
5.91,0.07
5.912,0.072
5.914,0.074
5.916,0.076
5.918,0.078
5.92,0.08
5.92,0.04
5.922,0.042
5.924,0.044
5.926,0.046
5.928,0.048
5.93,0.05
5.932,0.052
5.934,0.054
5.936,0.056
5.938,0.058
5.94,0.06
5.942,0.062
5.944,0.064
5.946,0.066
5.948,0.068
5.95,0.07
5.952,0.072
5.954,0.074
5.956,0.076
5.958,0.078
5.96,0.08
5.96,0.04
5.962,0.042
5.964,0.044
5.966,0.046
5.968,0.048
5.97,0.05
5.972,0.052
5.974,0.054
5.976,0.056
5.978,0.058
5.98,0.06
5.982,0.062
5.984,0.064
5.986,0.066
5.988,0.068
5.99,0.07
5.992,0.072
5.994,0.074
5.996,0.076
5.998,0.078
6,0.08
6,0.04
6.002,0.042
6.004,0.044
6.006,0.046
6.008,0.048
6.01,0.05
6.012,0.052
6.014,0.054
6.016,0.056
6.018,0.058
6.02,0.06
6.022,0.062
6.024,0.064
6.026,0.066
6.028,0.068
6.03,0.07
6.032,0.072
6.034,0.074
6.036,0.076
6.038,0.078
6.04,0.08
6.04,0.04
6.042,0.042
6.044,0.044
6.046,0.046
6.048,0.048
6.05,0.05
6.052,0.052
6.054,0.054
6.056,0.056
6.058,0.058
6.06,0.06
6.062,0.062
6.064,0.064
6.066,0.066
6.068,0.068
6.07,0.07
6.072,0.072
6.074,0.074
6.076,0.076
6.078,0.078
6.08,0.08
6.08,0.04
6.082,0.042
6.084,0.044
6.086,0.046
6.088,0.048
6.09,0.05
6.092,0.052
6.094,0.054
6.096,0.056
6.098,0.058
6.1,0.06
6.102,0.062
6.104,0.064
6.106,0.066
6.108,0.068
6.11,0.07
6.112,0.072
6.114,0.074
6.116,0.076
6.118,0.078
6.12,0.08
6.12,0.04
6.122,0.042
6.124,0.044
6.126,0.046
6.128,0.048
6.13,0.05
6.132,0.052
6.134,0.054
6.136,0.056
6.138,0.058
6.14,0.06
6.142,0.062
6.144,0.064
6.146,0.066
6.148,0.068
6.15,0.07
6.152,0.072
6.154,0.074
6.156,0.076
6.158,0.078
6.16,0.08
6.16,0.04
6.162,0.042
6.164,0.044
6.166,0.046
6.168,0.048
6.17,0.05
6.172,0.052
6.174,0.054
6.176,0.056
6.178,0.058
6.18,0.06
6.182,0.062
6.184,0.064
6.186,0.066
6.188,0.068
6.19,0.07
6.192,0.072
6.194,0.074
6.196,0.076
6.198,0.078
6.2,0.08
6.2,0.04
6.202,0.042
6.204,0.044
6.206,0.046
6.208,0.048
6.21,0.05
6.212,0.052
6.214,0.054
6.216,0.056
6.218,0.058
6.22,0.06
6.222,0.062
6.224,0.064
6.226,0.066
6.228,0.068
6.23,0.07
6.232,0.072
6.234,0.074
6.236,0.076
6.238,0.078
6.24,0.08
6.24,0.04
6.242,0.042
6.244,0.044
6.246,0.046
6.248,0.048
6.25,0.05
6.252,0.052
6.254,0.054
6.256,0.056
6.258,0.058
6.26,0.06
6.262,0.062
6.264,0.064
6.266,0.066
6.268,0.068
6.27,0.07
6.272,0.072
6.274,0.074
6.276,0.076
6.278,0.078
6.28,0.08
6.28,0.04
6.282,0.042
6.284,0.044
6.286,0.046
6.288,0.048
6.29,0.05
6.292,0.052
6.294,0.054
6.296,0.056
6.298,0.058
6.3,0.06
6.302,0.062
6.304,0.064
6.306,0.066
6.308,0.068
6.31,0.07
6.312,0.072
6.314,0.074
6.316,0.076
6.318,0.078
6.32,0.08
6.32,0.04
6.322,0.042
6.324,0.044
6.326,0.046
6.328,0.048
6.33,0.05
6.332,0.052
6.334,0.054
6.336,0.056
6.338,0.058
6.34,0.06
6.342,0.062
6.344,0.064
6.346,0.066
6.348,0.068
6.35,0.07
6.352,0.072
6.354,0.074
6.356,0.076
6.358,0.078
6.36,0.08
6.36,0.04
6.362,0.042
6.364,0.044
6.366,0.046
6.368,0.048
6.37,0.05
6.372,0.052
6.374,0.054
6.376,0.056
6.378,0.058
6.38,0.06
6.382,0.062
6.384,0.064
6.386,0.066
6.388,0.068
6.39,0.07
6.392,0.072
6.394,0.074
6.396,0.076
6.398,0.078
6.4,0.08
6.4,0.04
6.402,0.042
6.404,0.044
6.406,0.046
6.408,0.048
6.41,0.05
6.412,0.052
6.414,0.054
6.416,0.056
6.418,0.058
6.42,0.06
6.422,0.062
6.424,0.064
6.426,0.066
6.428,0.068
6.43,0.07
6.432,0.072
6.434,0.074
6.436,0.076
6.438,0.078
6.44,0.08
6.44,0.04
6.442,0.042
6.444,0.044
6.446,0.046
6.448,0.048
6.45,0.05
6.452,0.052
6.454,0.054
6.456,0.056
6.458,0.058
6.46,0.06
6.462,0.062
6.464,0.064
6.466,0.066
6.468,0.068
6.47,0.07
6.472,0.072
6.474,0.074
6.476,0.076
6.478,0.078
6.48,0.08
6.48,0.04
6.482,0.042
6.484,0.044
6.486,0.046
6.488,0.048
6.49,0.05
6.492,0.052
6.494,0.054
6.496,0.056
6.498,0.058
6.5,0.06
6.502,0.062
6.504,0.064
6.506,0.066
6.508,0.068
6.51,0.07
6.512,0.072
6.514,0.074
6.516,0.076
6.518,0.078
6.52,0.08
6.52,0.04
6.522,0.042
6.524,0.044
6.526,0.046
6.528,0.048
6.53,0.05
6.532,0.052
6.534,0.054
6.536,0.056
6.538,0.058
6.54,0.06
6.542,0.062
6.544,0.064
6.546,0.066
6.548,0.068
6.55,0.07
6.552,0.072
6.554,0.074
6.556,0.076
6.558,0.078
6.56,0.08
6.56,0.04
6.562,0.042
6.564,0.044
6.566,0.046
6.568,0.048
6.57,0.05
6.572,0.052
6.574,0.054
6.576,0.056
6.578,0.058
6.58,0.06
6.582,0.062
6.584,0.064
6.586,0.066
6.588,0.068
6.59,0.07
6.592,0.072
6.594,0.074
6.596,0.076
6.598,0.078
6.6,0.08
6.6,0.04
6.602,0.042
6.604,0.044
6.606,0.046
6.608,0.048
6.61,0.05
6.612,0.052
6.614,0.054
6.616,0.056
6.618,0.058
6.62,0.06
6.622,0.062
6.624,0.064
6.626,0.066
6.628,0.068
6.63,0.07
6.632,0.072
6.634,0.074
6.636,0.076
6.638,0.078
6.64,0.08
6.64,0.04
6.642,0.042
6.644,0.044
6.646,0.046
6.648,0.048
6.65,0.05
6.652,0.052
6.654,0.054
6.656,0.056
